Date,Close
2024-01-07 15:00:00,44078.77
2024-01-07 16:00:00,43951.76
2024-01-07 17:00:00,44092.18
2024-01-07 18:00:00,44129.94
2024-01-07 19:00:00,44274.65
2024-01-07 20:00:00,44147.01
2024-01-07 21:00:00,44257.18
2024-01-07 22:00:00,43892.05
2024-01-07 23:00:00,43950.28
2024-01-08 00:00:00,43653.23
2024-01-08 01:00:00,43741.5
2024-01-08 02:00:00,43399.33
2024-01-08 03:00:00,43539.23
2024-01-08 04:00:00,43617.94
2024-01-08 05:00:00,43661.1
2024-01-08 06:00:00,43931.51
2024-01-08 07:00:00,43994.5
2024-01-08 08:00:00,43886.18
2024-01-08 09:00:00,43744.96
2024-01-08 10:00:00,44105.02
2024-01-08 11:00:00,44658.71
2024-01-08 12:00:00,45167.92
2024-01-08 13:00:00,44958.8
2024-01-08 14:00:00,44825.46
2024-01-08 15:00:00,45002.43
2024-01-08 16:00:00,44981.26
2024-01-08 17:00:00,45710.21
2024-01-08 18:00:00,47031.31
2024-01-08 19:00:00,47030.2
2024-01-08 20:00:00,46815.29
2024-01-08 21:00:00,47116.0
2024-01-08 22:00:00,47044.02
2024-01-08 23:00:00,46995.1
2024-01-09 00:00:00,46706.42
2024-01-09 01:00:00,46584.99
2024-01-09 02:00:00,46814.13
2024-01-09 03:00:00,46964.72
2024-01-09 04:00:00,46829.65
2024-01-09 05:00:00,46742.78
2024-01-09 06:00:00,46813.77
2024-01-09 07:00:00,46847.83
2024-01-09 08:00:00,46573.46
2024-01-09 09:00:00,46515.62
2024-01-09 10:00:00,46464.36
2024-01-09 11:00:00,46643.78
2024-01-09 12:00:00,46193.87
2024-01-09 13:00:00,46858.17
2024-01-09 14:00:00,46574.36
2024-01-09 15:00:00,46876.36
2024-01-09 16:00:00,46921.73
2024-01-09 17:00:00,46738.77
2024-01-09 18:00:00,46657.29
2024-01-09 19:00:00,46890.1
2024-01-09 20:00:00,46651.31
2024-01-09 21:00:00,45419.45
2024-01-09 22:00:00,46278.06
2024-01-09 23:00:00,46124.08
2024-01-10 00:00:00,45861.33
2024-01-10 01:00:00,45941.48
2024-01-10 02:00:00,45995.5
2024-01-10 03:00:00,46132.33
2024-01-10 04:00:00,45981.19
2024-01-10 05:00:00,45981.95
2024-01-10 06:00:00,46026.56
2024-01-10 07:00:00,45768.43
2024-01-10 08:00:00,45338.99
2024-01-10 09:00:00,45674.25
2024-01-10 10:00:00,45552.0
2024-01-10 11:00:00,45526.41
2024-01-10 12:00:00,44687.73
2024-01-10 13:00:00,45124.46
2024-01-10 14:00:00,44866.8
2024-01-10 15:00:00,45557.32
2024-01-10 16:00:00,45317.86
2024-01-10 17:00:00,46414.8
2024-01-10 18:00:00,46554.78
2024-01-10 19:00:00,46518.14
2024-01-10 20:00:00,46144.39
2024-01-10 21:00:00,45946.36
2024-01-10 22:00:00,46928.33
2024-01-10 23:00:00,46666.11
2024-01-11 00:00:00,46690.37
2024-01-11 01:00:00,46525.87
2024-01-11 02:00:00,46571.95
2024-01-11 03:00:00,46513.73
2024-01-11 04:00:00,46411.68
2024-01-11 05:00:00,46079.26
2024-01-11 06:00:00,45912.79
2024-01-11 07:00:00,46102.74
2024-01-11 08:00:00,46281.31
2024-01-11 09:00:00,46222.33
2024-01-11 10:00:00,46869.49
2024-01-11 11:00:00,47076.78
2024-01-11 12:00:00,47471.92
2024-01-11 13:00:00,47363.38
2024-01-11 14:00:00,48633.4
2024-01-11 15:00:00,46702.94
2024-01-11 16:00:00,45936.39
2024-01-11 17:00:00,46477.9
2024-01-11 18:00:00,46608.55
2024-01-11 19:00:00,46698.61
2024-01-11 20:00:00,46289.15
2024-01-11 21:00:00,46160.99
2024-01-11 22:00:00,46411.76
2024-01-11 23:00:00,46342.66
2024-01-12 00:00:00,46293.97
2024-01-12 01:00:00,46143.21
2024-01-12 02:00:00,46145.0
2024-01-12 03:00:00,46000.0
2024-01-12 04:00:00,45956.16
2024-01-12 05:00:00,46193.2
2024-01-12 06:00:00,46106.64
2024-01-12 07:00:00,46033.88
2024-01-12 08:00:00,45880.44
2024-01-12 09:00:00,45928.55
2024-01-12 10:00:00,46066.29
2024-01-12 11:00:00,45953.91
2024-01-12 12:00:00,45867.7
2024-01-12 13:00:00,45778.12
2024-01-12 14:00:00,45440.11
2024-01-12 15:00:00,44378.39
2024-01-12 16:00:00,43538.08
2024-01-12 17:00:00,43674.41
2024-01-12 18:00:00,43415.67
2024-01-12 19:00:00,43422.8
2024-01-12 20:00:00,43648.18
2024-01-12 21:00:00,43420.37
2024-01-12 22:00:00,42484.61
2024-01-12 23:00:00,42773.03
2024-01-13 00:00:00,42786.61
2024-01-13 01:00:00,42651.61
2024-01-13 02:00:00,42526.02
2024-01-13 03:00:00,42600.5
2024-01-13 04:00:00,42829.03
2024-01-13 05:00:00,43091.24
2024-01-13 06:00:00,43142.33
2024-01-13 07:00:00,43096.5
2024-01-13 08:00:00,43167.46
2024-01-13 09:00:00,42916.63
2024-01-13 10:00:00,42689.38
2024-01-13 11:00:00,42610.82
2024-01-13 12:00:00,42676.3
2024-01-13 13:00:00,42732.22
2024-01-13 14:00:00,42847.17
2024-01-13 15:00:00,43142.62
2024-01-13 16:00:00,42886.74
2024-01-13 17:00:00,42890.19
2024-01-13 18:00:00,42787.16
2024-01-13 19:00:00,42775.81
2024-01-13 20:00:00,42858.62
2024-01-13 21:00:00,42956.11
2024-01-13 22:00:00,42982.97
2024-01-13 23:00:00,42839.33
2024-01-14 00:00:00,42679.2
2024-01-14 01:00:00,42765.02
2024-01-14 02:00:00,42762.37
2024-01-14 03:00:00,42666.9
2024-01-14 04:00:00,42567.13
2024-01-14 05:00:00,42737.8
2024-01-14 06:00:00,42983.48
2024-01-14 07:00:00,42998.66
2024-01-14 08:00:00,42983.12
2024-01-14 09:00:00,43045.03
2024-01-14 10:00:00,42877.67
2024-01-14 11:00:00,42814.52
2024-01-14 12:00:00,42746.17
2024-01-14 13:00:00,42876.71
2024-01-14 14:00:00,42807.68
2024-01-14 15:00:00,42895.52
2024-01-14 16:00:00,42915.41
2024-01-14 17:00:00,42962.24
2024-01-14 18:00:00,42881.78
2024-01-14 19:00:00,42637.45
2024-01-14 20:00:00,42484.97
2024-01-14 21:00:00,42526.05
2024-01-14 22:00:00,42249.89
2024-01-14 23:00:00,41697.33
2024-01-15 00:00:00,42260.9
2024-01-15 01:00:00,42253.33
2024-01-15 02:00:00,42379.79
2024-01-15 03:00:00,42551.44
2024-01-15 04:00:00,42585.41
2024-01-15 05:00:00,42727.84
2024-01-15 06:00:00,42634.68
2024-01-15 07:00:00,42689.78
2024-01-15 08:00:00,42646.1
2024-01-15 09:00:00,42718.43
2024-01-15 10:00:00,42535.96
2024-01-15 11:00:00,42677.05
2024-01-15 12:00:00,42643.8
2024-01-15 13:00:00,42831.8
2024-01-15 14:00:00,42173.26
2024-01-15 15:00:00,42249.31
2024-01-15 16:00:00,42492.02
2024-01-15 17:00:00,42668.97
2024-01-15 18:00:00,42979.1
2024-01-15 19:00:00,42951.22
2024-01-15 20:00:00,42924.82
2024-01-15 21:00:00,42685.1
2024-01-15 22:00:00,42588.65
2024-01-15 23:00:00,42490.16
2024-01-16 00:00:00,42565.99
2024-01-16 01:00:00,42543.93
2024-01-16 02:00:00,42666.84
2024-01-16 03:00:00,42883.79
2024-01-16 04:00:00,42755.56
2024-01-16 05:00:00,42725.63
2024-01-16 06:00:00,42698.63
2024-01-16 07:00:00,42743.94
2024-01-16 08:00:00,42972.19
2024-01-16 09:00:00,42887.79
2024-01-16 10:00:00,42827.58
2024-01-16 11:00:00,42862.62
2024-01-16 12:00:00,43123.57
2024-01-16 13:00:00,42770.51
2024-01-16 14:00:00,42674.65
2024-01-16 15:00:00,43242.02
2024-01-16 16:00:00,43247.55
2024-01-16 17:00:00,43040.87
2024-01-16 18:00:00,43023.76
2024-01-16 19:00:00,43144.79
2024-01-16 20:00:00,43170.0
2024-01-16 21:00:00,43428.79
2024-01-16 22:00:00,43200.02
2024-01-16 23:00:00,43130.45
2024-01-17 00:00:00,43081.74
2024-01-17 01:00:00,42958.66
2024-01-17 02:00:00,42978.26
2024-01-17 03:00:00,42832.17
2024-01-17 04:00:00,42824.87
2024-01-17 05:00:00,42760.71
2024-01-17 06:00:00,42789.32
2024-01-17 07:00:00,42632.54
2024-01-17 08:00:00,42699.29
2024-01-17 09:00:00,42651.04
2024-01-17 10:00:00,42820.57
2024-01-17 11:00:00,42652.34
