,Date,Close
17969,2024-01-06 21:00:00,43919.4
17970,2024-01-06 22:00:00,43907.26
17971,2024-01-06 23:00:00,43992.44
17972,2024-01-07 00:00:00,44147.42
17973,2024-01-07 01:00:00,43996.3
17974,2024-01-07 02:00:00,43962.7
17975,2024-01-07 03:00:00,43970.54
17976,2024-01-07 04:00:00,44025.32
17977,2024-01-07 05:00:00,43912.15
17978,2024-01-07 06:00:00,44052.32
17979,2024-01-07 07:00:00,44114.27
17980,2024-01-07 08:00:00,44046.42
17981,2024-01-07 09:00:00,43964.01
17982,2024-01-07 10:00:00,43988.31
17983,2024-01-07 11:00:00,44092.19
17984,2024-01-07 12:00:00,44121.29
17985,2024-01-07 13:00:00,44425.07
17986,2024-01-07 14:00:00,44432.69
17987,2024-01-07 15:00:00,44078.77
17988,2024-01-07 16:00:00,43951.76
17989,2024-01-07 17:00:00,44092.18
17990,2024-01-07 18:00:00,44129.94
17991,2024-01-07 19:00:00,44274.65
17992,2024-01-07 20:00:00,44147.01
17993,2024-01-07 21:00:00,44257.18
17994,2024-01-07 22:00:00,43892.05
17995,2024-01-07 23:00:00,43950.28
17996,2024-01-08 00:00:00,43653.23
17997,2024-01-08 01:00:00,43741.5
17998,2024-01-08 02:00:00,43399.33
17999,2024-01-08 03:00:00,43539.23
18000,2024-01-08 04:00:00,43617.94
18001,2024-01-08 05:00:00,43661.1
18002,2024-01-08 06:00:00,43931.51
18003,2024-01-08 07:00:00,43994.5
18004,2024-01-08 08:00:00,43886.18
18005,2024-01-08 09:00:00,43744.96
18006,2024-01-08 10:00:00,44105.02
18007,2024-01-08 11:00:00,44658.71
18008,2024-01-08 12:00:00,45167.92
18009,2024-01-08 13:00:00,44958.8
18010,2024-01-08 14:00:00,44825.46
18011,2024-01-08 15:00:00,45002.43
18012,2024-01-08 16:00:00,44981.26
18013,2024-01-08 17:00:00,45710.21
18014,2024-01-08 18:00:00,47031.31
18015,2024-01-08 19:00:00,47030.2
18016,2024-01-08 20:00:00,46815.29
18017,2024-01-08 21:00:00,47116.0
18018,2024-01-08 22:00:00,47044.02
18019,2024-01-08 23:00:00,46995.1
18020,2024-01-09 00:00:00,46706.42
18021,2024-01-09 01:00:00,46584.99
18022,2024-01-09 02:00:00,46814.13
18023,2024-01-09 03:00:00,46964.72
18024,2024-01-09 04:00:00,46829.65
18025,2024-01-09 05:00:00,46742.78
18026,2024-01-09 06:00:00,46813.77
18027,2024-01-09 07:00:00,46847.83
18028,2024-01-09 08:00:00,46573.46
18029,2024-01-09 09:00:00,46515.62
18030,2024-01-09 10:00:00,46464.36
18031,2024-01-09 11:00:00,46643.78
18032,2024-01-09 12:00:00,46193.87
18033,2024-01-09 13:00:00,46858.17
18034,2024-01-09 14:00:00,46574.36
18035,2024-01-09 15:00:00,46876.36
18036,2024-01-09 16:00:00,46921.73
18037,2024-01-09 17:00:00,46738.77
18038,2024-01-09 18:00:00,46657.29
18039,2024-01-09 19:00:00,46890.1
18040,2024-01-09 20:00:00,46651.31
18041,2024-01-09 21:00:00,45419.45
18042,2024-01-09 22:00:00,46278.06
18043,2024-01-09 23:00:00,46124.08
18044,2024-01-10 00:00:00,45861.33
18045,2024-01-10 01:00:00,45941.48
18046,2024-01-10 02:00:00,45995.5
18047,2024-01-10 03:00:00,46132.33
18048,2024-01-10 04:00:00,45981.19
18049,2024-01-10 05:00:00,45981.95
18050,2024-01-10 06:00:00,46026.56
18051,2024-01-10 07:00:00,45768.43
18052,2024-01-10 08:00:00,45338.99
18053,2024-01-10 09:00:00,45674.25
18054,2024-01-10 10:00:00,45552.0
18055,2024-01-10 11:00:00,45526.41
18056,2024-01-10 12:00:00,44687.73
18057,2024-01-10 13:00:00,45124.46
18058,2024-01-10 14:00:00,44866.8
18059,2024-01-10 15:00:00,45557.32
18060,2024-01-10 16:00:00,45317.86
18061,2024-01-10 17:00:00,46414.8
18062,2024-01-10 18:00:00,46554.78
18063,2024-01-10 19:00:00,46518.14
18064,2024-01-10 20:00:00,46144.39
18065,2024-01-10 21:00:00,45946.36
18066,2024-01-10 22:00:00,46928.33
18067,2024-01-10 23:00:00,46666.11
18068,2024-01-11 00:00:00,46690.37
18069,2024-01-11 01:00:00,46525.87
18070,2024-01-11 02:00:00,46571.95
18071,2024-01-11 03:00:00,46513.73
18072,2024-01-11 04:00:00,46411.68
18073,2024-01-11 05:00:00,46079.26
18074,2024-01-11 06:00:00,45912.79
18075,2024-01-11 07:00:00,46102.74
18076,2024-01-11 08:00:00,46281.31
18077,2024-01-11 09:00:00,46222.33
18078,2024-01-11 10:00:00,46869.49
18079,2024-01-11 11:00:00,47076.78
18080,2024-01-11 12:00:00,47471.92
18081,2024-01-11 13:00:00,47363.38
18082,2024-01-11 14:00:00,48633.4
18083,2024-01-11 15:00:00,46702.94
18084,2024-01-11 16:00:00,45936.39
18085,2024-01-11 17:00:00,46477.9
18086,2024-01-11 18:00:00,46608.55
18087,2024-01-11 19:00:00,46698.61
18088,2024-01-11 20:00:00,46289.15
18089,2024-01-11 21:00:00,46160.99
18090,2024-01-11 22:00:00,46411.76
18091,2024-01-11 23:00:00,46342.66
18092,2024-01-12 00:00:00,46293.97
18093,2024-01-12 01:00:00,46143.21
18094,2024-01-12 02:00:00,46145.0
18095,2024-01-12 03:00:00,46000.0
18096,2024-01-12 04:00:00,45956.16
18097,2024-01-12 05:00:00,46193.2
18098,2024-01-12 06:00:00,46106.64
18099,2024-01-12 07:00:00,46033.88
18100,2024-01-12 08:00:00,45880.44
18101,2024-01-12 09:00:00,45928.55
18102,2024-01-12 10:00:00,46066.29
18103,2024-01-12 11:00:00,45953.91
18104,2024-01-12 12:00:00,45867.7
18105,2024-01-12 13:00:00,45778.12
18106,2024-01-12 14:00:00,45440.11
18107,2024-01-12 15:00:00,44378.39
18108,2024-01-12 16:00:00,43538.08
18109,2024-01-12 17:00:00,43674.41
18110,2024-01-12 18:00:00,43415.67
18111,2024-01-12 19:00:00,43422.8
18112,2024-01-12 20:00:00,43648.18
18113,2024-01-12 21:00:00,43420.37
18114,2024-01-12 22:00:00,42484.61
18115,2024-01-12 23:00:00,42773.03
18116,2024-01-13 00:00:00,42786.61
18117,2024-01-13 01:00:00,42651.61
18118,2024-01-13 02:00:00,42526.02
18119,2024-01-13 03:00:00,42600.5
18120,2024-01-13 04:00:00,42829.03
18121,2024-01-13 05:00:00,43091.24
18122,2024-01-13 06:00:00,43142.33
18123,2024-01-13 07:00:00,43096.5
18124,2024-01-13 08:00:00,43167.46
18125,2024-01-13 09:00:00,42916.63
18126,2024-01-13 10:00:00,42689.38
18127,2024-01-13 11:00:00,42610.82
18128,2024-01-13 12:00:00,42676.3
18129,2024-01-13 13:00:00,42732.22
18130,2024-01-13 14:00:00,42847.17
18131,2024-01-13 15:00:00,43142.62
18132,2024-01-13 16:00:00,42886.74
18133,2024-01-13 17:00:00,42890.19
18134,2024-01-13 18:00:00,42787.16
18135,2024-01-13 19:00:00,42775.81
18136,2024-01-13 20:00:00,42858.62
18137,2024-01-13 21:00:00,42956.11
18138,2024-01-13 22:00:00,42982.97
18139,2024-01-13 23:00:00,42839.33
18140,2024-01-14 00:00:00,42679.2
18141,2024-01-14 01:00:00,42765.02
18142,2024-01-14 02:00:00,42762.37
18143,2024-01-14 03:00:00,42666.9
18144,2024-01-14 04:00:00,42567.13
18145,2024-01-14 05:00:00,42737.8
18146,2024-01-14 06:00:00,42983.48
18147,2024-01-14 07:00:00,42998.66
18148,2024-01-14 08:00:00,42983.12
18149,2024-01-14 09:00:00,43045.03
18150,2024-01-14 10:00:00,42877.67
18151,2024-01-14 11:00:00,42814.52
18152,2024-01-14 12:00:00,42746.17
18153,2024-01-14 13:00:00,42876.71
18154,2024-01-14 14:00:00,42807.68
18155,2024-01-14 15:00:00,42895.52
18156,2024-01-14 16:00:00,42915.41
18157,2024-01-14 17:00:00,42962.24
18158,2024-01-14 18:00:00,42881.78
18159,2024-01-14 19:00:00,42637.45
18160,2024-01-14 20:00:00,42484.97
18161,2024-01-14 21:00:00,42526.05
18162,2024-01-14 22:00:00,42249.89
18163,2024-01-14 23:00:00,41697.33
18164,2024-01-15 00:00:00,42260.9
18165,2024-01-15 01:00:00,42253.33
18166,2024-01-15 02:00:00,42379.79
18167,2024-01-15 03:00:00,42551.44
18168,2024-01-15 04:00:00,42585.41
18169,2024-01-15 05:00:00,42727.84
18170,2024-01-15 06:00:00,42634.68
18171,2024-01-15 07:00:00,42689.78
18172,2024-01-15 08:00:00,42646.1
18173,2024-01-15 09:00:00,42718.43
18174,2024-01-15 10:00:00,42535.96
18175,2024-01-15 11:00:00,42677.05
18176,2024-01-15 12:00:00,42643.8
18177,2024-01-15 13:00:00,42831.8
18178,2024-01-15 14:00:00,42173.26
18179,2024-01-15 15:00:00,42249.31
18180,2024-01-15 16:00:00,42492.02
18181,2024-01-15 17:00:00,42668.97
18182,2024-01-15 18:00:00,42979.1
18183,2024-01-15 19:00:00,42951.22
18184,2024-01-15 20:00:00,42924.82
18185,2024-01-15 21:00:00,42685.1
18186,2024-01-15 22:00:00,42588.65
18187,2024-01-15 23:00:00,42490.16
18188,2024-01-16 00:00:00,42565.99
18189,2024-01-16 01:00:00,42543.93
18190,2024-01-16 02:00:00,42666.84
18191,2024-01-16 03:00:00,42883.79
18192,2024-01-16 04:00:00,42755.56
18193,2024-01-16 05:00:00,42725.63
18194,2024-01-16 06:00:00,42698.63
18195,2024-01-16 07:00:00,42743.94
18196,2024-01-16 08:00:00,42972.19
18197,2024-01-16 09:00:00,42887.79
18198,2024-01-16 10:00:00,42827.58
18199,2024-01-16 11:00:00,42862.62
18200,2024-01-16 12:00:00,43123.57
